2.5089498762876, 2.639060619891291, 2.7330427072558003, 3.154310915104741, 2.54748682899046
2.1877720843265154, 2.173688881375988, 2.229807209919014, 2.1696638835367157, 2.064700359881083
2.2639510103951133, 2.3229355515267853, 2.2845459979351195, 2.4886352019083318, 2.405807929866507
2.3157965674236487, 2.376790302391462, 2.4001743299193725, 2.6178292600135777, 2.3552788674739893
1.8687694103654104, 1.9487573129745654, 2.018878380375351, 2.2303417861080486, 1.92303858749822
1.6679393671229357, 1.6723788192536873, 1.703182111373898, 1.679244273174909, 1.6078078547958066
1.7315669487430463, 1.7727062671074616, 1.7472966364179754, 1.8695518827738968, 1.8219266786212394
1.7538898039278397, 1.7973318400421636, 1.8139790804096754, 1.934968318624123, 1.7938555347091933
1.5890252050248526, 1.643272063399859, 1.6844613565834194, 1.8075413450937154, 1.6292182827851345
1.4481344828078389, 1.4568524701010015, 1.4747366157815525, 1.4706700920573752, 1.4185573462681897
1.5032244675446964, 1.5365610891898618, 1.5139922838667608, 1.5969671153518488, 1.5676927674835626
1.512286777522176, 1.54559588905725, 1.552331662671606, 1.6311241231047748, 1.545475865597817
