taizhou,0.532829673,0.530268454,0.538828137,0.528291069,0.499715221,0.503468548,0.504617803,0.506861314
yancheng,0.534255863,0.526180112,0.525980076,0.521141083,0.492332968,0.496699491,0.495118054,0.490953947
xuzhou,0.542224728,0.536525541,0.524099332,0.524041574,0.522912931,0.50946629,0.52291918,0.521787709
all_city,0.53675068,0.531312998,0.529015036,0.524637927,0.507632611,0.503722084,0.509783295,0.507620367
