taizhou,0.730824578,0.72480395,0.73880597,0.739272326,0.686957141,0.703821282,0.688543918,0.704525547
yancheng,0.718252666,0.714976968,0.712140758,0.708681225,0.682678767,0.676874797,0.668205219,0.677083333
xuzhou,0.73945311,0.724769827,0.709422377,0.713239053,0.709752939,0.69356635,0.70482509,0.714189944
all_city,0.729982159,0.721727387,0.718914796,0.720383571,0.695548354,0.691287943,0.689617084,0.699601663
