taizhou,0.004172593,0.019983184,0.028955852,0.033799785,0.041148598
yancheng,0.004056249,0.014558059,0.022195538,0.028685543,0.033778765
xuzhou,0.003960512,0.016892955,0.025859724,0.032036784,0.035222412
all cities,0.004057455,0.016916255,0.025390733,0.031442877,0.036364434
