taizhou,0.008148817,0.034140492,0.0497009,0.058580863,0.065198626
yancheng,0.007892107,0.024708839,0.03639216,0.045296303,0.052072194
xuzhou,0.007950217,0.028294064,0.041515584,0.052567556,0.055850365
all cities,0.007991845,0.028632034,0.041842833,0.051861537,0.057203658
